property,sentence
1,The test should set a GPIO (mapped to the IOA2 pin) to high while the power state of interest is active.
1,Pre-load the device into TEST_UNLOCKED state and ROM_EXEC_EN=0.
1,"In the same power cycle, advance device to PROD, PROD_END or DEV through LC JTAG request and set ROM_EXEC_EN in OTP to logically true."
1,"Reboot the device and perform boot strap of a simple image, (e.g Hello World)."
1,"In the test program, populate the scramble seeds (flash / sram)."
1,"In the test program, populate OTP entries to inform ROM to scramble flash upon next boot."
1,"Reboot the device and perform boot strap of the same test image, ROM should now program the flash image with scramble enabled."
1,"Upon successful boot strap, ROM jumps to the newly programmed image and de-scrambles the instructions."
1,"In the test program, check whether the OTP partition containing the scramble seeds is locked."
1,Also check that the unscrambled value progarmmed into flash isolated partition can be correctly read back when the region is set to scramble disable.
1,"If either of the above checks is incorrect, return error."
1,Drive back-to-back requests without waiting for response to ensure there is one transaction outstanding within the TL device.
1,"Also, verify one outstanding when backto-back accesses are made to the same address."
1,Access CSR with one or more bytes of data.
1,"For read, expect to return all word value of the CSR."
1,"For write, enabling bytes should cover all CSR valid fields."
1,Ensure DUT returns d_error=1 if address is unmapped and transaction isn't passed down to any device.
1,"Drive any random value on size, mask, opcode in both channels."
1,Ensure everything just pass through host to device or device to host.
1,"Randomly pick a device, make all hosts to access this device."
1,"If the device isn't accessible for the host, let the host randomly access the other devices."
1,"Inject reset while stress_all is running, after reset is completed, kill the stress seq and then start a new stress seq."
1,Run a few iteration to ensure reset doesn't break the design.
1,Verify that ROM can boot a ROM_EXT with default infrastructure configurations.
1,"The valid ROM_EXT should be a test program that returns true, optimizing for speed."
1,"Verify that we can receive the 28 character long (BFV:xxxxxxxx\r\nLCV:xxxxxxxx\r\n) error output in all life cycle states where Ibex is enabled, i.e."
1,"TEST_UNLOCKED*, PROD, PROD_END, DEV, and RMA."
1,Verify that there is no redaction in TEST_UNLOCKED* and RMA.
1,ROM_EXT needs to print something and busy loop (bounded) until watchdog resets the chip.
1,Verify that the chip does not reset in TEST and RMA.
1,Verify that the chip resets when the WATCHDOG_BITE_THRESHOLD_CYCLES OTP item is 0x00061a80 (2 s).
1,Power on with the CREATOR_SW_CFG_ROM_EXEC_EN OTP item set to 0.
1,"Set pc to 0x10000000 (start of main SRAM) and execute one machine instruction, i.e."
1,Verify that execution stops at _asm_exception_handler since code execution from SRAM is not enabled.
1,Continue and verify that the asm exception handler resets the chip by confirming that execution halts at _rom_start_boot.
1,Boot a valid fake ROM_EXT that doesn't register any interrupt handlers.
1,"Set pc to 0x10000000 (start of main SRAM), this should trigger an exception since code execution from SRAM is not enabled."
1,"Verify that the chip resets with the correct BFV: 01495202, i.e."
1,instruction access fault in the interrupt module.
1,"For PROD, PROD_END, DEV, and RMA life cycle states, use an OTP image with an alert enabled."
1,Boot a ROM_EXT that triggers this alert by writing to a ALERT_TEST register.
1,Verify that ROM_EXT boots and the chip resets after the write to the ALERT_TEST register.
1,Verify that the chip responds to READ_STATUS (0x05) with 0x00.
1,Verify that the chip outputs the expected BFV: 0142500d over UART.
1,ROM will continously reset the chip and output the same BFV.
1,Verify that the chip does not respond to READ_SFDP (0x5a).
1,Verify that ROM does not enter bootstrap when disabled in OTP but requested.
1,Verify that ROM does not enter bootstrap when disabled in OTP and not requested.
1,Do not apply bootstrap pin strapping.
1,Verify that the chip outputs the expected BFV: 0142500d over UART.
1,ROM will continously reset the chip and output the same BFV and LCV.
1,Verify that the chip does not respond to READ_STATUS (0x05).
1,The data on the CIPO line must be 0xff.
1,Apply bootstrap pin strapping.
1,Verify that the chip responds to READ_SFDP (0x5a) correctly.
1,Release bootstrap pin strapping and wait for 2 seconds.
1,Verify that the chip responds to READ_SFDP (0x5a) correctly.
1,Verify that there was no output from UART.
1,Verify that the chip responds to READ_STATUS (0x05) with 0x00.
1,"Verify that the chip responds with the WEL bit set, i.e."
1,Apply bootstrap pin strapping and reset the chip.
1,Write 0x4552544f_00000000 (ASCII \0\0\0\0OTRE) at byte offset 0x80330.
1,Write the ROM_EXT images to the chip -same security_version.
1,"Verify that ROM chooses the slot with the valid signature, otherwise triggers a shutdown."
1,"Repeat for all life cycle states: TEST, DEV, PROD, PROD_END, and RMA."
1,Prepare a ROM_EXT image with a valid signature generated using an authorized key.
1,Apply bootstrap pin strapping and reset the chip and load the image.
1,"Verify that ROM can be debugged in TEST, DEV, and RMA life cycle states."
1,Connect a debugger and verify that ROM halts very early in rom_start.S.
1,"CREATOR_SW_CFG_MIN_SEC_VER_ROM_EXT OTP item should be 0, and CREATOR_SW_CFG_DEFAULT_BOOT_DATA_IN_PROD should be kHardenedBoolTrue for PROD and PROD_END for the sake of simplicity."
1,"CREATOR_SW_CFG_ROM_EXEC_EN should be set to 0 and the chip should in a life cycle state where debugging is enabled, i.e."
1,"If CREATOR_SW_CFG_AST_INIT_EN is set to kMultiBitBool4True, check that the AST_INIT_DONE signal is correctly set to 1 in sensor_ctrl once the AST initialization is complete."
1,CREATOR_SW_CFG_RET_RAM_RESET_MASK should be 1 << 3 so that ROM initializes the retention SRAM after a SW reset request.
1,Verify that ROM correctly configures the ePMP region for debug ROM.
1,"ePMP Debug ROM region should be enabled in TEST, DEV, and RMA, anddisabled in PROD and PROD_END."
1,"In DEV, PROD, and PROD_END, the threshold should be OWNER_SW_CFG_ROM_WATCHDOG_BITE_THRESHOLD_CYCLES if greater than or equal to kWatchdogMinThreshold, disabled otherwise."
1,Verify that a failed sec_mmio check triggers an illegal instruction exception.
1,Verify that ROM initializes the data structures in the .static_critical section properly.
1,"Verify clock connectivity between AST and other blocks in the system, excluding clkmgr connections."
1,"Verify the connectivity of power-related signals between AST and other blocks in the system, excluding power manager."
1,Verify that the Ibex and alert_handler crashdump outputs are correctly connected to the rstmgr.
1,Verify CSRNG produces the deterministic seed leading to an all-zero output of the AES masking PRNG.
1,Configure EDN to perform a CSRNG instantiate followed by repeated generate and reseed commands using the maximum amount of additional data and no entropy input in automatic mode.
1,Let CSRNG produce and forward to EDN the deterministic seed leading to an all-zero output of the AES masking PRNG.
1,Configure an AES key of which the second share is zero.
